9.000000, 2, 0.019341
5633.000000, 36, 0.023736
10951.000000, 70, 0.023077
16333.000000, 104, 0.019560
21651.000000, 137, 0.030549
26971.000000, 171, 0.028352
32330.000000, 205, 0.022857
37648.000000, 239, 0.029011
42931.000000, 272, 0.029890
48331.000000, 306, 0.024615
53651.000000, 340, 0.016044
58968.000000, 374, 0.024835
64372.000000, 408, 0.027692
69691.000000, 441, 0.021099
75011.000000, 475, 0.029451
80331.000000, 509, 0.029011
85652.000000, 543, 0.024396
90971.000000, 576, 0.025055
96368.000000, 610, 0.026813
101650.000000, 644, 0.022857
106970.000000, 677, 0.016264
112413.000000, 712, 0.029451
117729.000000, 746, 0.028791
123052.000000, 779, 0.021099
128373.000000, 813, 0.030769
133691.000000, 847, 0.030330
139009.000000, 880, 0.025714
144373.000000, 914, 0.019560
149691.000000, 948, 0.023516
155011.000000, 982, 0.023297
160328.000000, 1015, 0.019121
165650.000000, 1049, 0.029890
170970.000000, 1083, 0.027473
176328.000000, 1117, 0.021758
181651.000000, 1150, 0.029451
186971.000000, 1184, 0.029011
192333.000000, 1218, 0.024835
197648.000000, 1251, 0.017363
202932.000000, 1285, 0.022857
208333.000000, 1319, 0.026374
213651.000000, 1353, 0.021538
218969.000000, 1386, 0.030110
224371.000000, 1421, 0.028132
229720.000000, 1454, 0.024835
235010.000000, 1488, 0.025275
240411.000000, 1522, 0.026813
245732.000000, 1556, 0.021978
251052.000000, 1590, 0.016264
256373.000000, 1623, 0.028791
261689.000000, 1657, 0.028791
267011.000000, 1691, 0.021099
272333.000000, 1724, 0.029890
277649.000000, 1758, 0.029890
282972.000000, 1792, 0.025275
288330.000000, 1826, 0.020659
293650.000000, 1859, 0.024835
298968.000000, 1893, 0.022637
304371.000000, 1927, 0.019341
309691.000000, 1961, 0.029231
315011.000000, 1995, 0.027473
320330.000000, 2029, 0.022198
325651.000000, 2062, 0.029451
330971.000000, 2096, 0.029670
336333.000000, 2130, 0.024396
341649.000000, 2163, 0.016264
346971.000000, 2197, 0.024396
352330.000000, 2231, 0.026374
357648.000000, 2265, 0.020879
362928.000000, 2298, 0.030110
368412.000000, 2333, 0.029451
373732.000000, 2367, 0.024835
379049.000000, 2400, 0.024396
384373.000000, 2434, 0.026813
389691.000000, 2468, 0.021978
395011.000000, 2502, 0.015385
400331.000000, 2535, 0.028132
405651.000000, 2569, 0.028352
410970.000000, 2603, 0.021099
416329.000000, 2637, 0.029670
421651.000000, 2670, 0.030330
426971.000000, 2704, 0.025055
432331.000000, 2738, 0.020000
437649.000000, 2772, 0.024176
442971.000000, 2805, 0.022198
448321.000000, 2839, 0.018022
453610.000000, 2873, 0.029670
458928.000000, 2906, 0.028571
464212.000000, 2940, 0.021099
469529.000000, 2974, 0.030989
474852.000000, 3007, 0.030110
480171.000000, 3041, 0.024835
485570.000000, 3075, 0.017143
490891.000000, 3109, 0.023956
496209.000000, 3143, 0.024835
501532.000000, 3176, 0.020659
506851.000000, 3210, 0.029890
512173.000000, 3244, 0.027473
517489.000000, 3278, 0.023297
522772.000000, 3311, 0.027033
528093.000000, 3345, 0.029231
533408.000000, 3379, 0.023516
538730.000000, 3412, 0.015604
544053.000000, 3446, 0.025275
549412.000000, 3480, 0.027033
554730.000000, 3514, 0.021099
560053.000000, 3547, 0.029231
565372.000000, 3581, 0.029011
570692.000000, 3615, 0.024615
576012.000000, 3649, 0.023956
581330.000000, 3682, 0.026154
586652.000000, 3716, 0.021758
591972.000000, 3750, 0.016044
597289.000000, 3783, 0.028132
602639.000000, 3817, 0.028352
607958.000000, 3851, 0.021099
613253.000000, 3885, 0.030989
618647.000000, 3919, 0.029451
623932.000000, 3952, 0.025495
