1539098002.252,   0.991,   0.032,  -0.935, -0.386522, +0.675798, -2.483016 
1539098002.352,   0.998,   0.022,  -1.065, -0.383814, +0.669767, -2.543704 
1539098002.451,   1.004,   0.008,  -1.210, -0.382154, +0.659093, -2.659297 
1539098002.551,   1.008,  -0.006,  -1.361, -0.380497, +0.646169, -2.781081 
1539098002.651,   1.010,  -0.024,  -1.492, -0.380203, +0.631427, -2.910962 
1539098002.751,   1.011,  -0.047,  -1.576, -0.380364, +0.610063, -3.026628 
1539098002.861,   1.011,  -0.064,  -1.640, -0.380984, +0.593913, -3.086512 
1539098002.961,   1.010,  -0.065,  -1.649, -0.382337, +0.581721, -3.123909 
1539098003.061,   1.010,  -0.077,  -1.626, -0.381542, +0.570405, -3.111467 
1539098003.160,   1.009,  -0.099,  -1.601, -0.381225, +0.555153, -3.088596 
1539098003.260,   1.008,  -0.112,  -1.588, -0.379848, +0.539862, -3.073831 
1539098003.360,   1.008,  -0.119,  -1.585, -0.378826, +0.526463, -3.064673 
1539098003.460,   1.008,  -0.136,  -1.591, -0.378010, +0.512201, -3.065471 
1539098003.560,   1.007,  -0.158,  -1.612, -0.377721, +0.494966, -3.074673 
1539098003.660,   1.006,  -0.178,  -1.630, -0.377590, +0.476541, -3.090525 
1539098003.760,   1.005,  -0.194,  -1.632, -0.377836, +0.458403, -3.098827 
1539098003.859,   1.004,  -0.210,  -1.630, -0.378390, +0.440837, -3.104883 
1539098003.960,   1.004,  -0.228,  -1.614, -0.378237, +0.422191, -3.096344 
1539098004.069,   1.003,  -0.253,  -1.599, -0.377261, +0.402281, -3.078559 
1539098004.169,   1.002,  -0.275,  -1.587, -0.376566, +0.382658, -3.071743 
1539098004.269,   1.002,  -0.296,  -1.582, -0.375766, +0.363152, -3.063251 
1539098004.369,   1.002,  -0.308,  -1.578, -0.375109, +0.345289, -3.062926 
1539098004.469,   1.002,  -0.316,  -1.587, -0.374014, +0.330581, -3.058099 
1539098004.568,   1.001,  -0.332,  -1.591, -0.373114, +0.316041, -3.064847 
1539098004.668,   1.001,  -0.352,  -1.611, -0.372847, +0.300282, -3.073947 
1539098004.768,   1.000,  -0.371,  -1.646, -0.372560, +0.283262, -3.095305 
1539098004.868,   0.998,  -0.385,  -1.684, -0.373247, +0.267518, -3.125962 
1539098004.968,   0.997,  -0.396,  -1.722, -0.375003, +0.253438, +3.120949 
1539098005.068,   0.996,  -0.405,  -1.739, -0.376676, +0.240381, +3.095440 
1539098005.168,   0.993,  -0.419,  -1.713, -0.377888, +0.227171, +3.099277 
1539098005.267,   0.991,  -0.437,  -1.661, -0.378098, +0.211678, +3.128359 
1539098005.367,   0.990,  -0.454,  -1.604, -0.377380, +0.195853, -3.107398 
1539098005.477,   0.990,  -0.470,  -1.545, -0.375535, +0.180093, -3.059353 
1539098005.577,   0.991,  -0.482,  -1.500, -0.373605, +0.165780, -3.015330 
1539098005.677,   0.992,  -0.494,  -1.480, -0.370889, +0.151853, -2.987170 
1539098005.777,   0.993,  -0.507,  -1.478, -0.368391, +0.138171, -2.974880 
1539098005.886,   0.994,  -0.522,  -1.505, -0.366502, +0.124482, -2.983179 
1539098005.986,   0.995,  -0.537,  -1.537, -0.365256, +0.110916, -3.003581 
1539098006.086,   0.995,  -0.552,  -1.581, -0.364845, +0.097467, -3.032991 
1539098006.186,   0.995,  -0.565,  -1.623, -0.364445, +0.083533, -3.068836 
1539098006.286,   0.994,  -0.577,  -1.653, -0.364869, +0.070291, -3.099796 
1539098006.386,   0.993,  -0.588,  -1.671, -0.366099, +0.057256, -3.123656 
1539098006.486,   0.991,  -0.601,  -1.673, -0.366510, +0.044818, -3.136466 
1539098006.586,   0.990,  -0.616,  -1.672, -0.366589, +0.030078, -3.137720 
1539098006.686,   0.988,  -0.632,  -1.661, -0.366924, +0.015571, -3.137099 
1539098006.785,   0.987,  -0.647,  -1.648, -0.366837, -0.004091, -3.124693 
1539098006.885,   0.986,  -0.660,  -1.632, -0.366959, -0.018352, -3.111703 
1539098006.995,   0.985,  -0.674,  -1.621, -0.366367, -0.033098, -3.101405 
1539098007.095,   0.985,  -0.689,  -1.617, -0.364894, -0.046810, -3.090273 
1539098007.195,   0.984,  -0.704,  -1.600, -0.365097, -0.062075, -3.087946 
1539098007.295,   0.984,  -0.718,  -1.569, -0.364345, -0.076925, -3.072022 
1539098007.394,   0.984,  -0.733,  -1.530, -0.363289, -0.091799, -3.043200 
1539098007.494,   0.985,  -0.749,  -1.486, -0.360742, -0.106808, -3.003855 
1539098007.604,   0.987,  -0.767,  -1.442, -0.358036, -0.122371, -2.966625 
1539098007.704,   0.989,  -0.780,  -1.412, -0.354759, -0.136954, -2.939427 
1539098007.804,   0.991,  -0.792,  -1.403, -0.351290, -0.149982, -2.921192 
1539098007.904,   0.993,  -0.803,  -1.408, -0.348928, -0.161687, -2.919497 
1539098008.004,   0.995,  -0.816,  -1.432, -0.346836, -0.172539, -2.928865 
1539098008.103,   0.996,  -0.827,  -1.477, -0.344977, -0.181537, -2.949577 
1539098008.203,   0.996,  -0.828,  -1.499, -0.344401, -0.188784, -2.996045 
1539098008.313,   0.996,  -0.829,  -1.494, -0.344271, -0.191814, -3.000130 
1539098008.413,   0.996,  -0.828,  -1.498, -0.344100, -0.193187, -3.004433 
1539098008.513,   0.996,  -0.828,  -1.498, -0.344193, -0.192371, -2.999985 
1539098008.613,   0.996,  -0.828,  -1.503, -0.344468, -0.190095, -2.998050 
1539098008.713,   0.996,  -0.818,  -1.532, -0.345299, -0.185732, -3.004948 
1539098008.812,   0.995,  -0.801,  -1.557, -0.347250, -0.177506, -3.031734 
1539098008.912,   0.995,  -0.788,  -1.574, -0.348810, -0.167608, -3.053761 
1539098009.022,   0.995,  -0.787,  -1.582, -0.349890, -0.158574, -3.068979 
1539098009.122,   0.995,  -0.787,  -1.580, -0.349426, -0.153728, -3.070246 
1539098009.222,   0.995,  -0.780,  -1.569, -0.350189, -0.149607, -3.071871 
1539098009.322,   0.995,  -0.768,  -1.553, -0.349641, -0.142819, -3.050959 
1539098009.422,   0.995,  -0.764,  -1.541, -0.349503, -0.138153, -3.041449 
1539098009.521,   0.995,  -0.765,  -1.540, -0.349496, -0.137587, -3.037547 
1539098009.621,   0.995,  -0.765,  -1.542, -0.349287, -0.139519, -3.035882 
1539098009.721,   0.995,  -0.777,  -1.559, -0.349872, -0.146115, -3.047306 
1539098009.831,   0.995,  -0.797,  -1.587, -0.348998, -0.156661, -3.062843 
1539098009.931,   0.995,  -0.808,  -1.599, -0.349147, -0.167032, -3.082892 
1539098010.031,   0.995,  -0.810,  -1.599, -0.350145, -0.177053, -3.101506 
1539098010.131,   0.995,  -0.826,  -1.589, -0.348913, -0.186626, -3.091609 
1539098010.230,   0.994,  -0.844,  -1.590, -0.348205, -0.198541, -3.092368 
1539098010.330,   0.994,  -0.849,  -1.602, -0.347467, -0.208701, -3.098486 
1539098010.430,   0.994,  -0.850,  -1.597, -0.347406, -0.215684, -3.109513 
1539098010.530,   0.994,  -0.855,  -1.573, -0.346926, -0.221403, -3.105213 
1539098010.640,   0.994,  -0.870,  -1.579, -0.346745, -0.228999, -3.107371 
1539098010.740,   0.994,  -0.876,  -1.584, -0.346804, -0.234596, -3.108972 
1539098010.840,   0.994,  -0.874,  -1.569, -0.346376, -0.237544, -3.103175 
1539098010.939,   0.994,  -0.874,  -1.570, -0.347932, -0.238456, -3.108517 
1539098011.039,   0.994,  -0.873,  -1.570, -0.347396, -0.235145, -3.102247 
1539098011.149,   0.994,  -0.856,  -1.570, -0.346951, -0.228851, -3.101087 
1539098011.249,   0.994,  -0.839,  -1.579, -0.346920, -0.218611, -3.099725 
1539098011.349,   0.994,  -0.832,  -1.602, -0.348559, -0.208014, -3.115943 
1539098011.449,   0.994,  -0.830,  -1.620, -0.348698, -0.200130, -3.130511 
1539098011.549,   0.995,  -0.821,  -1.607, -0.348676, -0.192374, +3.139694 
1539098011.648,   0.995,  -0.807,  -1.590, -0.349517, -0.184734, -3.134368 
1539098011.748,   0.995,  -0.798,  -1.575, -0.347905, -0.176262, -3.114598 
1539098011.848,   0.995,  -0.798,  -1.571, -0.348645, -0.171810, -3.107500 
1539098011.948,   0.995,  -0.798,  -1.571, -0.347725, -0.168665, -3.101417 
1539098012.048,   0.995,  -0.798,  -1.571, -0.348314, -0.166300, -3.105088 
1539098012.148,   0.995,  -0.798,  -1.571, -0.347363, -0.165218, -3.098078 
1539098012.248,   0.995,  -0.798,  -1.571, -0.347168, -0.165033, -3.097749 
1539098012.348,   0.995,  -0.798,  -1.571, -0.347378, -0.164575, -3.097410 
1539098012.447,   0.995,  -0.798,  -1.571, -0.347310, -0.164377, -3.098272 
1539098012.547,   0.995,  -0.798,  -1.570, -0.347305, -0.164147, -3.097744 
1539098012.657,   0.995,  -0.798,  -1.570, -0.347723, -0.164114, -3.102191 
1539098012.757,   0.995,  -0.798,  -1.570, -0.347321, -0.163100, -3.096844 
1539098012.857,   0.995,  -0.795,  -1.558, -0.347566, -0.163219, -3.101102 
1539098012.957,   0.995,  -0.789,  -1.551, -0.347499, -0.161346, -3.091224 
1539098013.057,   0.995,  -0.789,  -1.542, -0.347601, -0.161748, -3.097783 
1539098013.156,   0.995,  -0.789,  -1.540, -0.347152, -0.163466, -3.086288 
1539098013.266,   0.995,  -0.799,  -1.563, -0.347517, -0.169383, -3.090467 
1539098013.366,   0.995,  -0.818,  -1.592, -0.348288, -0.181026, -3.117826 
1539098013.466,   0.994,  -0.837,  -1.627, -0.348350, -0.193286, +3.139317 
1539098013.566,   0.993,  -0.851,  -1.655, -0.349505, -0.206573, +3.107372 
1539098013.666,   0.993,  -0.858,  -1.667, -0.350754, -0.218410, +3.090405 
1539098013.766,   0.992,  -0.866,  -1.668, -0.351830, -0.229002, +3.089011 
1539098013.875,   0.991,  -0.883,  -1.652, -0.352189, -0.240183, +3.098010 
1539098013.975,   0.989,  -0.898,  -1.643, -0.352428, -0.251513, +3.108489 
1539098014.075,   0.989,  -0.903,  -1.609, -0.353020, -0.260850, +3.114657 
1539098014.175,   0.989,  -0.903,  -1.610, -0.353343, -0.265957, +3.132900 
1539098014.275,   0.989,  -0.903,  -1.610, -0.353241, -0.268610, +3.133502 
1539098014.375,   0.989,  -0.903,  -1.609, -0.353786, -0.268903, +3.133455 
