starting print thread... 
starting setpoint thread... 
starting motion capture message receive thread... 
initializing imu... 
initializing controller...
-15.0000  -0.4000  -0.1000  -0.0850  
initializing motors...
resetting encoders...
initializing state...
initializing setpoint...
initializing odometry...
attaching imu interupt...
we are running!!!...
1539121512.244,  0.009,  0.000,  0.000
1539121512.344,  0.004,  0.000,  0.000
1539121512.443, -0.004,  0.000,  0.000
1539121512.543, -0.011,  0.000,  0.000
1539121512.643, -0.010,  0.000,  0.000
1539121512.743, -0.007,  0.000,  0.000
1539121512.843, -0.004,  0.000,  0.000
1539121512.943, -0.003,  0.000,  0.000
1539121513.042, -0.002,  0.000,  0.000
1539121513.142, -0.002,  0.000,  0.000
1539121513.242, -0.003,  0.000,  0.000
1539121513.342, -0.002,  0.000,  0.000
1539121513.442, -0.002,  0.000,  0.000
1539121513.542,  0.002,  0.000,  0.000
1539121513.641,  0.005,  0.000,  0.000
1539121513.741,  0.006,  0.000,  0.000
1539121513.851,  0.005,  0.000,  0.000
1539121513.951,  0.004,  0.000,  0.000
1539121514.051,  0.005,  0.000,  0.000
1539121514.151,  0.009, -0.032,  0.000
1539121514.251, -0.069, -0.683,  0.022
1539121514.351, -0.223, -0.321,  0.021
1539121514.450, -0.109,  0.414,  0.019
1539121514.550, -0.194,  0.841,  0.014
1539121514.650, -0.014,  2.310,  0.003
1539121514.750, -0.152,  2.496, -0.007
1539121514.850, -0.085,  4.087, -0.017
1539121514.950, -0.041,  5.310,  0.002
1539121515.050, -0.088,  6.397,  0.017
1539121515.149, -0.000,  8.046,  0.017
1539121515.249,  0.048,  9.400,  0.000
1539121515.349, -0.026, 10.337, -0.024
1539121515.449, -0.001, 11.682, -0.026
1539121515.549,  0.086, 13.173, -0.021
1539121515.649,  0.091, 14.133, -0.005
1539121515.749,  0.042, 14.855, -0.007
1539121515.848,  0.066, 15.737, -0.015
1539121515.948,  0.131, 16.577, -0.039
1539121516.048,  0.102, 16.876, -0.038
1539121516.148,  0.047, 16.882, -0.034
1539121516.248,  0.034, 17.065, -0.029
1539121516.348,  0.125, 17.434, -0.003
1539121516.458,  0.132, 17.280, -0.003
1539121516.558,  0.105, 16.731,  0.005
1539121516.657,  0.082, 16.038,  0.015
1539121516.757,  0.067, 15.214,  0.010
1539121516.857,  0.037, 14.213, -0.003
1539121516.957,  0.014, 13.164, -0.022
1539121517.057, -0.004, 12.095, -0.034
1539121517.157, -0.024, 11.008, -0.029
1539121517.257, -0.048,  9.936, -0.012
1539121517.356, -0.073,  8.990,  0.014
1539121517.456, -0.031,  8.319,  0.019
1539121517.556, -0.009,  7.591,  0.027
1539121517.656, -0.032,  6.702,  0.015
1539121517.756, -0.081,  5.797, -0.005
1539121517.856, -0.075,  5.233, -0.012
1539121517.956, -0.018,  4.883,  0.003
1539121518.055, -0.013,  4.386,  0.022
1539121518.155, -0.047,  3.767,  0.048
1539121518.255, -0.083,  3.279,  0.058
1539121518.355, -0.042,  3.189,  0.044
1539121518.455,  0.007,  3.167,  0.043
1539121518.555, -0.024,  2.753,  0.010
1539121518.655, -0.086,  2.409, -0.036
1539121518.755, -0.064,  2.461, -0.046
1539121518.864, -0.085,  2.483, -0.048
1539121518.964, -0.045,  2.894, -0.048
1539121519.064, -0.004,  3.369, -0.051
1539121519.164,  0.024,  3.760, -0.048
1539121519.264, -0.016,  3.933, -0.038
1539121519.364, -0.028,  4.209, -0.017
1539121519.464,  0.005,  4.726,  0.009
1539121519.564,  0.048,  5.258,  0.036
1539121519.663,  0.047,  5.473,  0.075
1539121519.763, -0.008,  5.480,  0.072
1539121519.863, -0.008,  5.733,  0.053
1539121519.963,  0.038,  6.134,  0.014
1539121520.063,  0.058,  6.288, -0.014
1539121520.163,  0.039,  6.282, -0.010
1539121520.263,  0.037,  6.282, -0.010
1539121520.362,  0.048,  6.282, -0.010
1539121520.462,  0.069,  6.237, -0.000
1539121520.562,  0.030,  5.833,  0.027
1539121520.662, -0.018,  5.358,  0.055
1539121520.762, -0.028,  5.162,  0.074
1539121520.862,  0.013,  5.149,  0.070
1539121520.962,  0.035,  4.973,  0.065
1539121521.061, -0.028,  4.476,  0.029
1539121521.161, -0.056,  4.270, -0.005
1539121521.261, -0.038,  4.273, -0.003
1539121521.361, -0.040,  4.273, -0.003
1539121521.461, -0.060,  4.283, -0.005
1539121521.561, -0.042,  4.572, -0.012
1539121521.671,  0.001,  5.063, -0.007
1539121521.770,  0.032,  5.473,  0.007
1539121521.870,  0.017,  5.621,  0.031
1539121521.970, -0.023,  5.717,  0.034
1539121522.070, -0.008,  6.035,  0.022
1539121522.170,  0.037,  6.494,  0.010
1539121522.270,  0.059,  6.737, -0.003
1539121522.370,  0.025,  6.725,  0.000
1539121522.470, -0.001,  6.725,  0.000
1539121522.569, -0.020,  6.853, -0.007
1539121522.669,  0.032,  7.219, -0.027
1539121522.769,  0.057,  7.357, -0.043
1539121522.869,  0.047,  7.347, -0.044
1539121522.969,  0.056,  7.347, -0.044
1539121523.069,  0.072,  7.273, -0.056
1539121523.169,  0.038,  6.908, -0.046
1539121523.268, -0.002,  6.471, -0.022
1539121523.368, -0.029,  6.202,  0.009
1539121523.468,  0.011,  6.144,  0.029
1539121523.568,  0.033,  6.003,  0.050
1539121523.668, -0.000,  5.618,  0.060
1539121523.768, -0.049,  5.258,  0.053
1539121523.868, -0.027,  5.226,  0.050
1539121523.968, -0.011,  5.230,  0.051
1539121524.067, -0.005,  5.230,  0.051
1539121524.167, -0.006,  5.230,  0.051
1539121524.267, -0.015,  5.230,  0.051
1539121524.367, -0.032,  5.233,  0.053
1539121524.477, -0.067,  5.265,  0.046
1539121524.577, -0.017,  5.762,  0.017
1539121524.677,  0.033,  6.272, -0.012
1539121524.776,  0.025,  6.449, -0.034
1539121524.876, -0.017,  6.600, -0.033
1539121524.976, -0.007,  6.959, -0.022
1539121525.076,  0.023,  7.421, -0.019
1539121525.176,  0.058,  7.838, -0.029
1539121525.276,  0.042,  7.947, -0.036
1539121525.376,  0.004,  8.008, -0.031
1539121525.476,  0.001,  8.204, -0.053
1539121525.575,  0.033,  8.550, -0.077
1539121525.675,  0.073,  8.804, -0.082
1539121525.775,  0.055,  8.810, -0.082
1539121525.875,  0.053,  8.810, -0.082
1539121525.975,  0.066,  8.810, -0.082
1539121526.075,  0.079,  8.704, -0.074
1539121526.175,  0.034,  8.271, -0.034
1539121526.274, -0.002,  7.857,  0.015
1539121526.374, -0.014,  7.649,  0.048
1539121526.474,  0.036,  7.636,  0.055
1539121526.574,  0.015,  7.206,  0.027
1539121526.674, -0.058,  6.712, -0.017
