1539121526.774, -0.030,  6.657, -0.043
1539121526.874, -0.009,  6.648, -0.038
1539121526.973,  0.002,  6.644, -0.039
1539121527.073,  0.006,  6.644, -0.039
1539121527.183,  0.006,  6.644, -0.039
1539121527.283,  0.001,  6.648, -0.038
1539121527.383, -0.011,  6.657, -0.043
1539121527.483, -0.033,  6.657, -0.043
1539121527.583, -0.046,  6.802, -0.031
1539121527.683,  0.011,  7.302, -0.010
1539121527.783,  0.053,  7.661, -0.003
1539121527.882,  0.014,  7.710, -0.002
1539121527.982, -0.027,  7.819, -0.012
1539121528.082,  0.037,  8.329, -0.027
1539121528.182,  0.077,  8.605, -0.034
1539121528.282,  0.045,  8.585, -0.041
1539121528.382,  0.034,  8.589, -0.039
1539121528.481,  0.031,  8.585, -0.041
1539121528.581,  0.036,  8.585, -0.041
1539121528.681,  0.049,  8.585, -0.041
1539121528.781,  0.073,  8.553, -0.044
1539121528.881,  0.039,  8.197, -0.015
1539121528.981, -0.001,  7.790,  0.024
1539121529.081, -0.024,  7.549,  0.043
1539121529.180,  0.017,  7.559,  0.041
1539121529.280,  0.048,  7.430,  0.031
1539121529.380, -0.017,  6.924, -0.003
1539121529.490, -0.048,  6.693, -0.041
1539121529.590, -0.033,  6.696, -0.043
1539121529.690, -0.037,  6.696, -0.043
1539121529.790, -0.055,  6.750, -0.038
1539121529.891, -0.006,  7.187, -0.014
1539121529.989,  0.035,  7.584, -0.007
1539121530.089,  0.027,  7.674, -0.021
1539121530.189, -0.008,  7.761, -0.033
1539121530.289, -0.005,  7.992, -0.060
1539121530.389,  0.025,  8.358, -0.087
1539121530.489,  0.062,  8.698, -0.091
1539121530.589,  0.047,  8.743, -0.098
1539121530.688,  0.026,  8.752, -0.096
1539121530.788,  0.009,  8.752, -0.096
1539121530.888, -0.009,  8.804, -0.086
1539121530.988,  0.027,  9.105, -0.065
1539121531.088,  0.075,  9.320, -0.046
1539121531.188,  0.067,  9.291, -0.034
1539121531.288,  0.081,  9.278, -0.027
1539121531.388,  0.076,  9.047, -0.024
1539121531.487,  0.020,  8.521, -0.021
1539121531.587, -0.016,  8.162, -0.010
1539121531.687,  0.030,  8.043, -0.002
1539121531.787,  0.046,  7.822, -0.003
1539121531.887,  0.003,  7.325, -0.012
1539121531.987, -0.047,  6.885, -0.031
1539121532.087, -0.018,  6.798, -0.046
1539121532.196,  0.024,  6.795, -0.044
1539121532.296,  0.027,  6.548, -0.026
1539121532.396, -0.039,  6.118,  0.015
1539121532.496, -0.049,  6.032,  0.038
1539121532.596, -0.051,  6.032,  0.038
1539121532.696, -0.061,  6.115,  0.024
1539121532.796, -0.013,  6.548,  0.002
1539121532.896,  0.026,  6.991, -0.015
1539121532.995,  0.035,  7.193, -0.031
1539121533.095, -0.016,  7.264, -0.055
1539121533.195, -0.002,  7.597, -0.068
1539121533.295,  0.033,  8.034, -0.086
1539121533.395,  0.066,  8.351, -0.098
1539121533.495,  0.030,  8.393, -0.096
